Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape.norovirus	kappa.norovirus	ucldMean.norovirus	ucldStdev.norovirus	rate.norovirus.mean	rate.norovirus.variance	rate.norovirus.coefficientOfVariation	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5
1027000000	-1.968422560964E4	-1.789125477046E4	-1.79297083918E3	-1.760593590581E4	1.069115510386E1	2.541098143809E-1	2.108886345978E1	6.969469732794E-3	5.867793065255E-1	6.804039710303E-3	1.871506557642E-5	6.248651903167E-1	-1.752791524207E3	1.211906872116E1	2.519232151115E1	6.277871925047E1	1.728246661298E1	3.254544120433E0	40	163	32	186	21
1027500000	-1.960239389826E4	-1.784540623674E4	-1.75698766152E3	-1.757135770541E4	9.710008535724E0	2.572316993703E-1	2.165264207977E1	7.905976476054E-3	6.774736920156E-1	7.017426457052E-3	3.038335100591E-5	7.294286203138E-1	-1.714479802574E3	9.012080943533E0	2.723789430791E1	1.539429190446E1	1.270000088276E1	3.653060686084E0	34	199	121	56	32
1028000000	-1.967467768588E4	-1.786141229838E4	-1.813265387504E3	-1.759642773155E4	1.165431248772E1	2.556512986754E-1	1.996312855871E1	7.265349959314E-3	6.100217619595E-1	6.67442461299E-3	1.816728906159E-5	6.094845672354E-1	-1.776136802835E3	1.339982046618E1	3.221828221302E1	1.439479705717E1	8.259592361406E0	2.67339322215E0	27	222	154	19	20
1028500000	-1.964917368234E4	-1.787958041713E4	-1.769593265217E3	-1.760849357441E4	9.993220036614E0	2.501555397505E-1	2.068179763405E1	6.785510807918E-3	5.87907815263E-1	6.747688108088E-3	1.714357951841E-5	6.219894165737E-1	-1.735025164378E3	1.583500228372E1	2.675421444073E1	1.046211833442E1	2.435235844616E1	2.937479618485E0	37	263	79	28	35
1029000000	-1.965945005656E4	-1.786137418486E4	-1.798075871708E3	-1.758971013685E4	9.56078405108E0	2.609778154383E-1	2.173974761808E1	6.869905199969E-3	5.420515454324E-1	6.911311647679E-3	1.623215769208E-5	5.852855784148E-1	-1.757048417429E3	1.127260192285E1	1.313529953853E1	2.963786813518E1	1.46795208924E1	6.729306900442E0	33	5	236	110	58
1029500000	-1.969264281108E4	-1.786853447082E4	-1.824108340268E3	-1.760275716725E4	9.258274823931E0	2.700336920477E-1	2.011377179641E1	6.585704975685E-3	6.084906136103E-1	6.775504550061E-3	1.946682067708E-5	6.681895136817E-1	-1.780512720572E3	1.57297454782E1	1.128277209733E1	3.04022703572E1	1.483631420891E1	3.827750052687E0	21	22	260	115	24
1030000000	-1.969919217587E4	-1.788654083735E4	-1.812651338524E3	-1.761280242624E4	1.01895450178E1	2.510734426732E-1	2.281386108447E1	6.588138236561E-3	5.403176082427E-1	6.366123864187E-3	1.406763263238E-5	5.814571889384E-1	-1.770666150348E3	1.196472231158E1	1.085306630905E1	3.259550014544E1	1.554623274943E1	6.549599440381E0	14	24	237	141	26
1030500000	-1.963108339376E4	-1.784886000728E4	-1.782223386485E3	-1.756846203939E4	1.082835307453E1	2.96861707488E-1	2.09024660072E1	6.96685678459E-3	5.882914162496E-1	6.733888129955E-3	1.890089050406E-5	6.111810842147E-1	-1.74257014536E3	1.437509193717E1	2.031216340223E1	3.052889757475E1	1.639856911135E1	1.295665992851E1	26	28	213	142	33
1031000000	-1.965795080417E4	-1.788223030499E4	-1.775720499178E3	-1.761007018102E4	1.334703403142E1	2.619902628717E-1	2.087213762757E1	6.64808618305E-3	6.006145611367E-1	6.132262798198E-3	1.661930699062E-5	6.25533849117E-1	-1.736637190831E3	1.765814247004E1	3.129635487152E1	1.182613893723E1	1.73969555187E1	4.097678866214E0	84	162	19	145	32
1031500000	-1.963455268463E4	-1.786276067024E4	-1.771792014398E3	-1.759107513588E4	1.404281254979E1	2.496775223456E-1	1.881732871742E1	6.599025197858E-3	6.767883847632E-1	6.707428815199E-3	2.68421782387E-5	7.377111537798E-1	-1.737885545503E3	1.292167716838E1	2.735076392137E1	3.258287310899E1	1.353342859606E1	3.939451653239E0	52	143	43	182	22
1032000000	-1.965348282166E4	-1.786300799103E4	-1.790474830633E3	-1.758311802108E4	1.038551299724E1	2.666636575643E-1	2.529162888178E1	6.486583675839E-3	5.990957845072E-1	6.426502076578E-3	1.718637159165E-5	6.443741176972E-1	-1.749521105217E3	1.543708138661E1	2.949467166255E1	8.248872477348E1	1.433566023544E1	3.012712450023E0	52	154	18	192	26
1032500000	-1.968280904023E4	-1.787778529325E4	-1.805023746983E3	-1.760585501923E4	1.213898933368E1	2.498732224023E-1	2.414701283982E1	7.011880177447E-3	5.898204255687E-1	6.7010261966E-3	1.728002668858E-5	6.016916594442E-1	-1.766822947538E3	1.103449465077E1	1.934551553495E1	2.856162600702E1	1.677290767292E1	3.186728663997E0	20	52	247	98	25
1033000000	-1.966416041286E4	-1.787469994575E4	-1.789460467118E3	-1.759183139549E4	1.198970614356E1	2.874819625407E-1	2.132271168609E1	6.513255250886E-3	6.003215461739E-1	6.562706281051E-3	1.679116097342E-5	6.261286215687E-1	-1.747213847036E3	1.190377620417E1	1.345523688944E1	3.138331109935E1	1.646394838056E1	3.131443166898E0	6	38	211	157	30
1033500000	-1.967677473948E4	-1.787111371656E4	-1.805661022919E3	-1.760313603842E4	1.236377016999E1	2.804881310933E-1	2.069383136355E1	6.460199077507E-3	5.597091434247E-1	6.402878999611E-3	1.559539335506E-5	6.003408686373E-1	-1.769202228036E3	9.376041318359E0	3.105917470421E1	1.140918516567E1	2.586716862148E1	4.407628445101E0	37	224	39	88	54
1034000000	-1.962855895265E4	-1.78094688894E4	-1.819090063251E3	-1.755074048138E4	1.038390917702E1	2.682341297441E-1	2.469760656559E1	6.554293835112E-3	5.400621408615E-1	6.419669495659E-3	1.518437357679E-5	5.803731666364E-1	-1.783312231229E3	1.071092196108E1	3.606342772923E1	2.004249408484E1	5.031384095402E0	7.374974594505E0	40	199	174	6	23
1034500000	-1.960564443632E4	-1.783734308356E4	-1.768301352761E3	-1.756035797231E4	1.065615735731E1	2.683643991751E-1	2.020181711192E1	6.825968409384E-3	6.378333881228E-1	6.762374247763E-3	2.61995577201E-5	7.267312940807E-1	-1.731871093846E3	9.810749065591E0	2.870465989345E1	1.430998834508E1	1.79971931567E1	3.16662794219E0	42	233	94	46	27
1035000000	-1.963539850363E4	-1.783055300481E4	-1.804845498817E3	-1.756503182298E4	1.711226653526E1	2.364699916427E-1	2.269184073002E1	6.184633451353E-3	6.273274507521E-1	5.906746495198E-3	1.626580809999E-5	6.558452970835E-1	-1.759204717255E3	8.297646642752E0	2.903766922012E1	3.965804806105E1	1.250953455176E1	3.486521594437E0	23	275	8	112	24
1035500000	-1.966908576989E4	-1.788790786149E4	-1.781177908407E3	-1.760253663502E4	1.055645617274E1	2.538133863464E-1	2.475276369271E1	6.761773926362E-3	5.228429488941E-1	6.672513521069E-3	1.331762647509E-5	5.483399959444E-1	-1.741389697494E3	1.503735619102E1	3.457539811666E1	9.930899437376E0	2.360017466459E1	2.669298796723E0	45	254	79	27	37
1036000000	-1.965449761191E4	-1.785867029747E4	-1.795827314442E3	-1.759108980838E4	1.149736597489E1	2.642442869371E-1	2.094933459291E1	7.00658201895E-3	5.956685329418E-1	6.608372613689E-3	1.948863920552E-5	6.198215624814E-1	-1.759362513877E3	7.319034616544E0	3.175218259024E1	1.608091096544E1	1.972826413566E1	3.168956096789E0	41	290	44	32	35
1036500000	-1.962089800899E4	-1.785391458696E4	-1.766983422023E3	-1.75624422756E4	1.086934691979E1	2.551367112166E-1	2.157664587884E1	7.017665095646E-3	6.553293952143E-1	6.926189008251E-3	2.68499659277E-5	7.259650473573E-1	-1.724672964097E3	1.179305028701E1	2.52342227238E1	7.701015444434E0	1.78614117205E1	1.953288527554E0	27	298	58	36	23
1037000000	-1.959814023446E4	-1.785228329278E4	-1.745856941677E3	-1.758138910583E4	1.033544975584E1	2.558485484258E-1	2.323235281089E1	7.245352525427E-3	6.219435667009E-1	6.822885943448E-3	2.26262056396E-5	6.642471104761E-1	-1.698208611819E3	1.227241756374E1	2.825175085328E1	6.143187478263E0	1.124302641386E1	3.726244003812E0	51	251	37	79	24
1037500000	-1.957887366739E4	-1.785491290125E4	-1.723960766139E3	-1.7581672439E4	9.695423209774E0	2.583790477495E-1	2.208381589187E1	7.099977998739E-3	7.031964415485E-1	7.058660617816E-3	3.326495474125E-5	7.942793248348E-1	-1.685871085706E3	6.587476852742E0	2.247401614365E1	2.053992217956E1	1.231398558267E1	3.56622180144E0	34	144	144	87	33
1038000000	-1.969802008131E4	-1.790509139058E4	-1.792928690731E3	-1.762154987217E4	9.901690259962E0	2.577891561938E-1	2.011639109634E1	7.099079400151E-3	5.326607305864E-1	6.541722526311E-3	1.567801511603E-5	5.75169940496E-1	-1.760924817013E3	1.134353725241E1	2.876631734123E1	1.466852160553E1	9.634858067607E0	5.201926528401E0	28	268	102	10	34
1038500000	-1.962244089087E4	-1.786718023507E4	-1.755260655803E3	-1.760484382458E4	1.337703249343E1	2.671279245338E-1	1.942479444438E1	6.576457397557E-3	5.410905004809E-1	6.276750816274E-3	1.579719032829E-5	6.120233464996E-1	-1.720727743884E3	1.31042519903E1	2.754308382292E1	2.366343500861E1	1.406270873512E1	4.690379850159E0	53	223	30	99	37
1039000000	-1.970276258686E4	-1.788186607539E4	-1.820896511465E3	-1.761620278749E4	1.112484926399E1	2.67105736459E-1	2.196776066278E1	6.824446197499E-3	5.795341636289E-1	6.636010037881E-3	1.940185765611E-5	6.435065383831E-1	-1.78092433015E3	1.315542683694E1	3.182427374144E1	1.075257455809E1	1.374362514174E1	3.626461108071E0	42	268	94	5	33
1039500000	-1.962550084439E4	-1.783664056912E4	-1.788860275271E3	-1.756230763162E4	1.05135776741E1	2.779803504557E-1	2.340979048838E1	6.679878109893E-3	5.935229977749E-1	6.769181575186E-3	1.868620428084E-5	6.471044051374E-1	-1.753425284232E3	7.37774213485E0	2.71518045151E1	1.42321131277E1	1.197866767829E1	3.085248547191E0	31	284	1	106	20
1040000000	-1.965501386181E4	-1.786927001264E4	-1.785743849176E3	-1.75895892415E4	1.003203778075E1	2.456199579498E-1	2.343940150676E1	6.434812392075E-3	5.731909824416E-1	6.364723602783E-3	1.847052059648E-5	6.402810710922E-1	-1.752103593748E3	1.272505365695E1	2.488567065551E1	1.0318347729E1	1.682561672726E1	4.035000115825E0	37	281	71	23	30
1040500000	-1.970225331507E4	-1.787694650147E4	-1.825306813607E3	-1.760042278147E4	1.131215187352E1	2.67365880766E-1	2.041435902521E1	6.720351799676E-3	5.490608964983E-1	6.726657427438E-3	1.503715777871E-5	5.726417794104E-1	-1.78490801421E3	1.434333130969E1	4.235030072888E1	3.361897569586E1	1.280367665417E1	4.782230526249E0	40	49	234	94	25
1041000000	-1.965235102495E4	-1.786608050811E4	-1.786270516844E3	-1.75884612839E4	1.041599869578E1	2.769532685786E-1	2.4214513998E1	6.934948538728E-3	6.435632003679E-1	6.900184183447E-3	2.23782792485E-5	6.774210970745E-1	-1.746521807001E3	8.747592793142E0	3.235567227384E1	2.838828005703E1	1.3216220636E1	2.532014537425E0	39	157	112	111	23
1041500000	-1.964141656933E4	-1.784737520437E4	-1.794041364955E3	-1.758267263261E4	1.153488299482E1	2.537974494591E-1	2.611109734144E1	6.468034581579E-3	6.257263007242E-1	6.300024788174E-3	1.751083018714E-5	6.549889322084E-1	-1.761038478167E3	1.230937350114E1	3.778988845906E1	3.099337913644E1	1.448776901081E1	4.968555888402E0	35	51	224	93	39
1042000000	-1.961728789986E4	-1.779172296953E4	-1.825564930323E3	-1.751372900678E4	1.005354600335E1	2.667984331938E-1	2.448419841476E1	6.533156796973E-3	5.825565771061E-1	6.430126524583E-3	1.668406400913E-5	6.251033582068E-1	-1.782220930926E3	2.121138584509E1	3.599390083853E1	2.267084015762E1	1.461399123615E1	5.68063755814E0	130	135	55	100	22
1042500000	-1.975560637071E4	-1.789586730993E4	-1.859739060774E3	-1.762236229165E4	1.122440320938E1	2.438671148694E-1	2.109451711866E1	6.177414805489E-3	5.620727780714E-1	6.25837236946E-3	1.35650356931E-5	5.880001869565E-1	-1.815166636455E3	1.090382662383E1	1.699269136766E1	2.769042582613E1	1.972526234645E1	6.504065512532E0	12	20	258	106	46
1043000000	-1.965415596923E4	-1.78442392741E4	-1.809916695133E3	-1.75712830241E4	9.882589468666E0	2.56036158648E-1	2.174072231295E1	6.69337466529E-3	5.585929584737E-1	6.546203319682E-3	1.486447683839E-5	5.752945303635E-1	-1.762845512098E3	1.544509170712E1	2.960429579488E1	1.113468703106E1	1.996316382391E1	4.220884527864E0	46	256	97	18	25
1043500000	-1.971984909515E4	-1.78977069281E4	-1.822142167051E3	-1.761044274959E4	1.231543022203E1	2.629885434476E-1	1.938133120801E1	6.760120966972E-3	5.689269905125E-1	6.632270092698E-3	1.515826445547E-5	5.762329303749E-1	-1.78337272713E3	1.512766954424E1	2.986454715202E1	6.67006445184E0	1.775361690773E1	3.536190468748E0	43	252	6	106	35
1044000000	-1.96276634691E4	-1.78714378085E4	-1.756225660609E3	-1.759177429112E4	1.207134084553E1	2.675703779646E-1	1.908452642507E1	6.316300341151E-3	6.243797140843E-1	6.428838516349E-3	2.201175679496E-5	7.129699988867E-1	-1.716792727541E3	2.42721526268E1	2.83662690714E0	5.622016687855E0	2.02477370289E1	4.916361095008E0	327	35	12	29	39
1044500000	-1.967380370919E4	-1.788906832163E4	-1.784735387566E3	-1.76059364416E4	9.438779542009E0	2.481263677616E-1	2.144958506694E1	6.312922877591E-3	5.72210489386E-1	6.70544020404E-3	1.611876920454E-5	6.200362537014E-1	-1.744065175514E3	2.530662504739E1	2.586941391734E1	1.039028325634E1	2.320433422668E1	3.965433838856E0	186	133	63	20	40
1045000000	-1.959737884816E4	-1.785731035283E4	-1.740068495327E3	-1.75844115643E4	1.174329515176E1	2.605513759077E-1	2.097795568078E1	7.030839011603E-3	6.45314902791E-1	7.136795478242E-3	3.016293898604E-5	7.437283058596E-1	-1.692281608732E3	1.054983034502E1	2.498674188678E1	7.145482568904E0	2.239886075603E1	4.333264951977E0	32	298	57	17	38
1045500000	-1.964661924781E4	-1.78651055075E4	-1.781513740305E3	-1.758463345988E4	1.010199065468E1	2.733807499151E-1	2.166565424282E1	7.034344319897E-3	6.111503546081E-1	6.777003085363E-3	1.957126645545E-5	6.467395839414E-1	-1.739029473746E3	1.434786126635E1	3.137728300275E1	8.613715648016E0	2.362389232609E1	4.468601919843E0	18	298	70	16	40
1046000000	-1.967336693531E4	-1.785592035934E4	-1.81744657597E3	-1.758412048376E4	1.184147565785E1	2.683821874906E-1	2.165638235373E1	6.660571860099E-3	6.398344287578E-1	6.324512084641E-3	2.192360047276E-5	7.024658897374E-1	-1.774907865406E3	1.209278207042E1	3.060101637246E1	4.884220392748E1	1.147885846171E1	6.866798077092E0	27	256	24	106	29
1046500000	-1.965138428652E4	-1.787263629635E4	-1.778747990172E3	-1.759205583197E4	1.167092095453E1	2.561960861889E-1	2.295297154419E1	6.904209043936E-3	7.160545810081E-1	6.554454443943E-3	2.750455300081E-5	7.544134680162E-1	-1.741945659459E3	1.339339534358E1	3.128105709262E1	1.00578406377E1	2.995314928481E1	6.219152723932E0	55	248	82	18	39
1047000000	-1.968793720003E4	-1.786391584601E4	-1.824021354015E3	-1.757793762227E4	1.110552851446E1	3.014922570829E-1	2.145856315646E1	6.633393287406E-3	5.917915665098E-1	6.362916699436E-3	1.842418002759E-5	6.542188089922E-1	-1.787412073522E3	1.183643495694E1	3.732779407562E1	1.092622087524E1	1.533821558764E1	3.926769864109E0	42	253	83	41	23
1047500000	-1.964850745533E4	-1.783163202338E4	-1.81687543195E3	-1.754318714998E4	1.201207040834E1	2.581214661874E-1	2.200837705664E1	6.710448873049E-3	6.817389535433E-1	6.37008789242E-3	2.419669691216E-5	7.465691606229E-1	-1.775641307872E3	9.352394166544E0	2.785860228145E1	9.270182332583E0	1.396800515471E1	4.948703271628E0	27	267	37	80	31
1048000000	-1.96962166875E4	-1.787352547125E4	-1.822691216248E3	-1.760075054826E4	1.216839529582E1	2.410813983842E-1	2.218945434364E1	6.431591129995E-3	4.847672760753E-1	6.315298684566E-3	1.044248975162E-5	5.068724221259E-1	-1.783070386559E3	1.429646132605E1	3.323501022183E1	1.360227966047E1	3.547558564323E0	7.841309235494E0	36	246	141	14	5
1048500000	-1.9691908378E4	-1.786233136115E4	-1.82957701685E3	-1.75880457178E4	9.90812581234E0	2.737587296984E-1	2.165963663751E1	6.628071661822E-3	5.233757148499E-1	6.751303936142E-3	1.596380000675E-5	5.938034191676E-1	-1.793864697456E3	1.064691793204E1	3.904400538117E1	1.419150298965E1	6.315706205288E0	2.365866803771E0	42	245	134	15	6
1049000000	-1.9630017923E4	-1.785338475741E4	-1.776633165596E3	-1.757838725566E4	1.003980547216E1	2.456441072778E-1	2.259708882425E1	6.592543469932E-3	5.29809442951E-1	6.53394321731E-3	1.196057131036E-5	5.257160178915E-1	-1.739606605877E3	1.166509467301E1	2.880494505909E1	2.623386152774E1	1.527661225435E1	5.584544842981E0	47	22	245	91	37
1049500000	-1.972475168749E4	-1.790072033128E4	-1.824031356206E3	-1.762793742659E4	1.230155175817E1	2.516940489985E-1	2.241906296436E1	6.851271306055E-3	5.4216580458E-1	6.566940869841E-3	1.476135143327E-5	5.703699767887E-1	-1.781648267474E3	1.172860338847E1	2.607574600396E1	4.187099879517E1	1.745051245221E1	3.973174587744E0	29	188	26	169	30
1050000000	-1.967172349278E4	-1.783717047251E4	-1.834553020269E3	-1.757188322947E4	1.033301029245E1	2.740398123739E-1	2.252266697093E1	6.678172673437E-3	5.070113096054E-1	6.464078070367E-3	1.394605251873E-5	5.599341649746E-1	-1.790840447173E3	1.842025156216E1	3.050534181909E1	2.746492478521E1	1.698597605361E1	5.860413550074E0	40	179	105	86	32
1050500000	-1.974531789464E4	-1.789121470745E4	-1.854103187183E3	-1.760818358995E4	1.014131826494E1	2.80845972278E-1	2.086890670571E1	5.949886482069E-3	5.153613517188E-1	5.949763623101E-3	1.001085554043E-5	5.279219833176E-1	-1.816902114639E3	8.438339489404E0	1.909185480069E1	3.298002626239E1	2.097722261263E1	4.603003080096E0	20	23	223	139	37
1051000000	-1.969279275715E4	-1.791659732381E4	-1.776195433341E3	-1.763332629502E4	1.004174549967E1	2.53290028449E-1	2.155596831842E1	6.555970994005E-3	5.486307448211E-1	6.471942123426E-3	1.326192378352E-5	5.676710750805E-1	-1.737724946522E3	1.17688195967E1	2.634306410541E1	2.750575549614E1	1.439617542239E1	4.740086719212E0	35	102	156	123	26
1051500000	-1.966631437734E4	-1.790786551968E4	-1.758448857664E3	-1.763791165108E4	1.324417870294E1	2.833179233195E-1	1.969293233798E1	6.787724623334E-3	5.647387242497E-1	6.503554319688E-3	1.805558902393E-5	6.150350531415E-1	-1.719477126827E3	1.347843271184E1	2.786317292857E1	3.033348882866E1	1.49526580973E1	3.871739997266E0	45	52	135	172	38
1052000000	-1.969724481198E4	-1.786833337352E4	-1.828911438456E3	-1.759673186667E4	1.080780611369E1	2.526887200481E-1	1.933702971395E1	6.358000408933E-3	5.971229460318E-1	6.259722276881E-3	1.609119886135E-5	6.3424547533E-1	-1.782834736701E3	1.019734161036E1	3.203149909565E1	3.318423017331E1	1.912615643556E1	4.540352116682E0	41	188	27	149	37
1052500000	-1.970642660806E4	-1.78969905836E4	-1.809436024466E3	-1.76142563021E4	1.199740063737E1	2.653902888618E-1	2.193888053265E1	6.574511924291E-3	4.770976628074E-1	6.701514309769E-3	9.703823423692E-6	4.732944368813E-1	-1.772070607175E3	1.180242515943E1	2.774828366282E1	1.768531528952E1	1.364968592001E1	5.955532944685E0	18	226	93	73	32
1053000000	-1.965003489965E4	-1.788965400591E4	-1.760380893742E3	-1.761100001712E4	1.130873993721E1	2.659448853082E-1	2.010790206927E1	6.807882981148E-3	5.262002271911E-1	6.782331355393E-3	1.493971003389E-5	5.603763284766E-1	-1.727943253148E3	1.08949377649E1	2.695326807763E1	3.975687343923E1	1.523227751216E1	4.019071801862E0	46	220	5	138	33
1053500000	-1.972728954572E4	-1.788771751361E4	-1.839572032111E3	-1.761885269274E4	1.232858549342E1	2.324625983575E-1	2.034715104366E1	6.466751082963E-3	5.363705263305E-1	6.358101363754E-3	1.274745447585E-5	5.568794316323E-1	-1.796639495375E3	1.589476547293E1	2.867900011146E1	1.738747647283E1	1.757973276515E1	4.925423230851E0	28	298	51	23	42
1054000000	-1.974875992445E4	-1.789897237143E4	-1.849787553013E3	-1.761685495285E4	9.945344170313E0	2.441678032842E-1	1.992312586075E1	6.579476496109E-3	5.706246272991E-1	6.401326022686E-3	1.618606871453E-5	6.252458253154E-1	-1.807107158569E3	1.436577833517E1	3.057835891841E1	8.054107583073E0	1.413325505216E1	5.237651960938E0	52	259	25	81	25
1054500000	-1.971587348793E4	-1.789363089857E4	-1.822242589351E3	-1.762278029526E4	1.298299873855E1	2.833706204444E-1	1.979810648608E1	6.632475202524E-3	6.116497048178E-1	6.25997224948E-3	1.843586701144E-5	6.622364912091E-1	-1.785749379377E3	1.233848010703E1	3.40735338698E1	8.412959053391E0	1.799899422418E1	4.918424806786E0	47	276	47	39	33
1055000000	-1.96161849974E4	-1.783907360659E4	-1.777111390806E3	-1.75638822524E4	1.043381951615E1	2.594886913932E-1	2.047549312665E1	6.308200195009E-3	5.896308183288E-1	6.045291054788E-3	1.705989872218E-5	6.589845292578E-1	-1.735577177875E3	7.770956771192E0	2.885274412199E1	8.983703906571E0	2.287077636489E1	6.630004644856E0	39	277	60	34	32
1055500000	-1.969593881473E4	-1.789121573784E4	-1.804723076891E3	-1.760754506163E4	1.185061297538E1	2.744793781017E-1	2.236956490128E1	6.695664907048E-3	6.536518829343E-1	6.446618853798E-3	2.394460672899E-5	7.185409816202E-1	-1.765750978499E3	2.245669415492E1	2.56314013402E1	2.923525476762E1	1.673257017465E1	6.956071910355E0	87	54	104	167	30
1056000000	-1.970415620136E4	-1.789565928477E4	-1.808496916594E3	-1.762733084659E4	1.262330584503E1	2.674632362813E-1	1.881178042172E1	6.779683506191E-3	6.134591380662E-1	6.74584705286E-3	1.959048790658E-5	6.324566260598E-1	-1.767213624433E3	1.072212858133E1	2.942875296483E1	1.462470346803E1	1.866924875493E1	5.090897287488E0	24	234	48	105	31
1056500000	-1.969865614476E4	-1.789428790391E4	-1.804368240855E3	-1.762812533964E4	1.094130521027E1	2.670283810596E-1	2.295178238388E1	6.983371142984E-3	4.724737903328E-1	6.905437349279E-3	1.177492532963E-5	4.909349890688E-1	-1.761807857428E3	1.060207658644E1	3.35712688178E1	6.093110374059E1	1.55245288293E1	5.001861648148E0	43	164	21	186	28
1057000000	-1.967963568605E4	-1.786201090859E4	-1.817624777463E3	-1.759735607931E4	1.020065130543E1	2.72728257751E-1	2.033573139567E1	6.228159333416E-3	5.915214035141E-1	6.264507027605E-3	1.749909339542E-5	6.541067023401E-1	-1.776792666018E3	1.172956189637E1	3.089813780332E1	3.057969417219E1	1.33385523082E1	3.238281566629E0	33	207	72	99	31
1057500000	-1.963878509916E4	-1.78412143805E4	-1.797570718657E3	-1.757089900601E4	1.038479470768E1	2.562246802967E-1	2.55016044199E1	6.871296626715E-3	6.11582566825E-1	6.860191701421E-3	2.146137044348E-5	6.779740464143E-1	-1.753872441807E3	1.22189678992E1	2.080547891929E1	2.902974535219E1	1.492715712706E1	2.802008959463E0	34	74	209	100	25
1058000000	-1.973275897619E4	-1.789425711766E4	-1.838501858531E3	-1.76129689675E4	1.321189933123E1	2.502821398246E-1	2.387527839021E1	6.29267139107E-3	6.046082089834E-1	6.049205673357E-3	1.481818313173E-5	6.008791860512E-1	-1.802361425261E3	1.213386652586E1	3.292269511043E1	1.783344949109E1	1.684851312811E1	8.383327657195E0	27	232	18	134	31
1058500000	-1.972509833983E4	-1.790192730555E4	-1.823171034278E3	-1.762047150466E4	9.973801533407E0	2.426473518087E-1	1.971071184181E1	6.474899820876E-3	6.206353485193E-1	6.126216125592E-3	1.770261452737E-5	6.533304581968E-1	-1.78829498969E3	1.315785326206E1	3.474543362145E1	1.865866116979E1	3.983402306451E0	2.434134256495E0	40	205	170	25	2
1059000000	-1.975043436669E4	-1.787685112377E4	-1.873583242919E3	-1.760572861636E4	1.142207434344E1	2.753663729798E-1	2.182694371442E1	6.008884400029E-3	5.124196878894E-1	6.090730385879E-3	1.059571551697E-5	5.344879164825E-1	-1.840150212234E3	1.267472412342E1	3.38504082338E1	1.28849773827E1	1.25630046777E1	4.083863568019E0	37	259	107	19	20
1059500000	-1.974654844296E4	-1.789229703182E4	-1.854251411139E3	-1.762132994659E4	1.284184704307E1	2.688892726244E-1	1.911167859726E1	6.277194860476E-3	5.34259918057E-1	6.156423713834E-3	1.139114217595E-5	5.47238356792E-1	-1.81358698806E3	1.981002790018E1	3.198708676831E1	3.072074543703E1	1.654427646973E1	5.859853696218E0	43	36	216	111	36
1060000000	-1.970880994068E4	-1.786467825858E4	-1.844131682097E3	-1.75962475867E4	1.135673115533E1	2.712106586752E-1	2.139791658115E1	6.179813524758E-3	5.501150577202E-1	6.157804247733E-3	1.281115848372E-5	5.75479113734E-1	-1.800759466403E3	1.583067037556E1	3.119729598471E1	2.142046696194E1	1.330925686386E1	1.868083733745E0	43	210	53	131	5
1060500000	-1.969260392106E4	-1.78631000057E4	-1.829503915355E3	-1.758337099223E4	1.351132993369E1	2.764677691732E-1	2.301131101869E1	6.405162374754E-3	5.843085810672E-1	6.18524792425E-3	1.435263169896E-5	6.172890047607E-1	-1.79404138076E3	1.405783132297E1	3.810983617743E1	1.099178741788E1	1.552568066241E1	4.66049596522E0	55	248	17	91	31
1061000000	-1.967967699433E4	-1.787279509908E4	-1.80688189525E3	-1.760067902025E4	1.233060111754E1	2.502890831888E-1	2.384550651924E1	6.295966863985E-3	5.753913237638E-1	6.001853421775E-3	1.373089878728E-5	6.019287852913E-1	-1.763309783446E3	1.303973602938E1	3.355610833208E1	6.001122086555E0	2.16871511209E1	4.639805733406E0	38	270	54	45	35
1061500000	-1.968401058344E4	-1.786749390794E4	-1.816516675496E3	-1.759650876878E4	1.259244655336E1	2.69438039314E-1	2.1966571198E1	6.168206864279E-3	5.469021269654E-1	5.973376901158E-3	1.367483313108E-5	5.918630002297E-1	-1.777705161802E3	1.442987257546E1	2.637398742776E1	1.033700164561E1	2.395295150969E1	4.987892975112E0	18	309	55	25	35
1062000000	-1.966562909892E4	-1.786362812646E4	-1.802000972461E3	-1.75841218162E4	1.168253829451E1	2.834306880028E-1	2.480242612441E1	7.273803337134E-3	5.930992035253E-1	6.84964642758E-3	1.884775086896E-5	6.143993734571E-1	-1.764930435068E3	1.302500824872E1	2.827160066966E1	6.392518243802E1	1.063251901654E1	4.839913669684E0	45	249	11	107	30
1062500000	-1.969909234276E4	-1.788566082536E4	-1.813431517394E3	-1.762059990569E4	1.132904663334E1	2.61708336432E-1	2.386990262255E1	6.799628189114E-3	5.846935865582E-1	6.328893802287E-3	1.710140316176E-5	6.389426834743E-1	-1.77144665106E3	1.107422693149E1	2.802737594581E1	1.111518705044E1	2.975617562265E1	6.892223922786E0	39	280	62	31	30
1063000000	-1.969811917909E4	-1.787658712777E4	-1.821532051319E3	-1.759611139276E4	1.114487774105E1	2.484655908076E-1	1.930284060516E1	6.121295765289E-3	5.054666158091E-1	6.106218304028E-3	1.083838457596E-5	5.311879733759E-1	-1.769556559985E3	8.056516471941E0	2.8362456461E1	4.882353269362E1	1.545771249823E1	5.857917649017E0	15	211	71	119	26
