Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape.norovirus	kappa.norovirus	ucldMean.norovirus	ucldStdev.norovirus	rate.norovirus.mean	rate.norovirus.variance	rate.norovirus.coefficientOfVariation	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5
198500000	-1.970912141825E4	-1.783825567459E4	-1.870865743661E3	-1.755673587508E4	1.015897689979E1	2.611536048413E-1	2.116033567357E1	6.080075749093E-3	6.397289913879E-1	6.235536074148E-3	1.896321705382E-5	7.042870942214E-1	-1.821414546501E3	1.701473281313E1	3.164917229231E1	5.705115534638E1	1.712683983722E1	3.987789948498E0	18	183	38	174	29
199000000	-1.969331910461E4	-1.785974915378E4	-1.833569950827E3	-1.759066170109E4	1.064306695541E1	2.536130355059E-1	2.32974139208E1	5.795043793395E-3	5.793030457924E-1	6.070064520918E-3	1.324445364722E-5	6.041270295106E-1	-1.788925526949E3	1.784379426422E1	3.520431204302E1	4.546573745552E1	1.40625757296E1	4.826168634087E0	27	162	44	183	26
199500000	-1.970779833647E4	-1.78957824289E4	-1.812015907566E3	-1.763421894891E4	1.548978459554E1	2.625761018946E-1	2.555174335111E1	6.570774667424E-3	5.740988828598E-1	6.281802043576E-3	1.694656823032E-5	6.267542569127E-1	-1.769061661998E3	1.708505375367E1	3.960476395885E1	4.299578626096E1	1.323260144452E1	5.366346137998E0	58	121	41	198	24
200000000	-1.966654805642E4	-1.784443634438E4	-1.822111712044E3	-1.759015776714E4	1.053649728867E1	2.544876332414E-1	1.995388259006E1	6.068011969256E-3	6.953385709421E-1	6.099799403154E-3	2.158838115679E-5	7.46198585493E-1	-1.784436184425E3	8.645618148237E0	3.160010467993E1	3.310432314799E1	1.743202256328E1	5.624778657368E0	35	125	85	164	33
200500000	-1.970435750852E4	-1.786753238007E4	-1.836825128451E3	-1.760226121534E4	1.060650187361E1	2.79839369934E-1	2.272527747601E1	6.119241018813E-3	5.591587422681E-1	6.3299241356E-3	1.222736922429E-5	5.701322440712E-1	-1.792038004856E3	1.206266587499E1	4.612358802437E1	3.272028574707E1	1.566978260659E1	4.476811717838E0	49	68	134	163	28
201000000	-1.967143996057E4	-1.785231325913E4	-1.819126701449E3	-1.75801302435E4	1.09841461927E1	2.470173987493E-1	2.30097924052E1	6.636341800744E-3	7.321626547119E-1	6.266994203022E-3	3.095661826486E-5	8.462853453291E-1	-1.777421826714E3	1.473355887864E1	2.770527348043E1	2.81861422819E1	1.049897600703E1	2.37067624379E0	60	48	201	110	23
201500000	-1.967844648984E4	-1.786634660001E4	-1.812099889832E3	-1.758055161985E4	1.053939085268E1	2.747309664756E-1	2.204387373306E1	7.034050053719E-3	6.430264761486E-1	6.729368300264E-3	2.524443779064E-5	7.248080863771E-1	-1.774859209148E3	1.081149611863E1	1.884166151601E1	2.861218335404E1	1.346978517591E1	8.526458210684E0	24	24	245	131	18
202000000	-1.965236604723E4	-1.785662954202E4	-1.79573650521E3	-1.759359647069E4	1.196099805276E1	2.550144531231E-1	2.283796279781E1	6.543566882687E-3	5.67842106069E-1	6.391031310584E-3	1.547085436222E-5	6.032390037737E-1	-1.752687722842E3	1.25467317693E1	2.857650199868E1	4.139190096709E1	1.469056293983E1	5.426276236226E0	42	26	161	178	35
202500000	-1.968401800317E4	-1.789076942245E4	-1.793248580726E3	-1.760833334624E4	1.131864103444E1	2.601026931437E-1	2.002652368423E1	6.755210016023E-3	6.272256895232E-1	6.350380689714E-3	1.733279259605E-5	6.305203069247E-1	-1.750619226143E3	1.328297193037E1	3.742807666202E1	5.150164666961E1	1.468529046258E1	3.83532096479E0	58	122	64	167	31
203000000	-1.966930184689E4	-1.786499191073E4	-1.804309936153E3	-1.758953062736E4	9.935230738985E0	2.562305318648E-1	2.133144307073E1	6.983595798375E-3	6.132766928664E-1	6.445443352296E-3	2.022763711189E-5	6.685404160446E-1	-1.758656515999E3	1.759274902211E1	2.204927697834E1	2.981566180497E1	1.652962877308E1	5.046609518042E0	27	27	199	160	29
203500000	-1.973410365415E4	-1.788373666706E4	-1.850366987093E3	-1.761876036133E4	1.398497734425E1	2.984295718825E-1	1.976463465055E1	6.496028289709E-3	5.174671299733E-1	6.172791962378E-3	1.156358336088E-5	5.37059930591E-1	-1.812241806771E3	1.399622957229E1	1.516410401281E1	3.612081816449E1	1.990856220835E1	3.513812858084E0	21	27	222	140	32
204000000	-1.96858673807E4	-1.78880101159E4	-1.7978572648E3	-1.761709134039E4	1.06445671599E1	2.581099200364E-1	2.084154002952E1	6.643651242961E-3	5.814921177032E-1	6.279398861101E-3	1.550090586732E-5	6.004194012955E-1	-1.758798006202E3	1.185923415296E1	1.572464673182E1	3.427655131572E1	1.209522844767E1	4.470355682923E0	3	35	216	153	35
204500000	-1.967467730426E4	-1.783905876207E4	-1.835618542195E3	-1.756783384851E4	1.068265641353E1	2.624890716925E-1	2.415626277423E1	6.250221094447E-3	6.57026055315E-1	5.913281144648E-3	1.664152720193E-5	6.74685816804E-1	-1.791025573083E3	1.173175806546E1	4.123840398751E1	1.339169396981E1	1.395393577456E1	2.251085255154E0	38	212	41	120	31
205000000	-1.963154982911E4	-1.787006064484E4	-1.761489184267E3	-1.760859487639E4	9.799240314989E0	2.505185666727E-1	2.197555289842E1	7.134837929632E-3	7.278120150708E-1	6.731987415901E-3	2.948504547702E-5	7.885956597674E-1	-1.727856931212E3	9.299816711774E0	3.122489234066E1	1.022648720022E1	2.211230252416E0	2.418470030952E0	24	225	171	5	17
205500000	-1.962832714855E4	-1.786837976456E4	-1.759947383993E3	-1.759723986718E4	1.052448634387E1	2.59383425891E-1	2.150303985013E1	7.347141533219E-3	6.389653895303E-1	7.11358691951E-3	2.561092331325E-5	6.931973596834E-1	-1.718412019098E3	1.370480247309E1	2.863032512947E1	1.324376151393E1	1.195660267218E1	3.34039802938E0	31	228	95	67	21
206000000	-1.963565718265E4	-1.785418960845E4	-1.7814675742E3	-1.758897246563E4	1.25268112418E1	2.467996270646E-1	2.279693312407E1	6.518623582703E-3	6.465379487501E-1	6.338870809646E-3	1.861047765881E-5	6.673758404811E-1	-1.741262497423E3	1.914589837194E1	3.194509055255E1	5.486037635875E0	1.327745323638E1	4.947578034722E0	60	187	23	133	39
206500000	-1.958806332143E4	-1.785592255122E4	-1.732140770208E3	-1.759285058192E4	1.282102451996E1	2.563464632331E-1	2.206872826586E1	7.275859621401E-3	7.309180961952E-1	6.75169113172E-3	2.979011097013E-5	7.714855941808E-1	-1.69064432375E3	1.230197062276E1	2.4856100952E1	4.086603899698E1	1.012453436345E1	2.647967476381E0	46	155	39	184	18
207000000	-1.965754894845E4	-1.785018359139E4	-1.807365357064E3	-1.758500140753E4	1.223678612753E1	2.714858348848E-1	2.187572663151E1	6.888939337022E-3	5.930217985152E-1	6.50739829715E-3	1.616356068115E-5	6.056065612445E-1	-1.765644802311E3	9.879269400811E0	2.995281688497E1	3.257193942057E1	1.609362439753E1	4.86465565248E0	41	195	21	150	35
207500000	-1.967559611605E4	-1.785682923097E4	-1.818766885083E3	-1.758491571164E4	1.489002607826E1	2.545067802833E-1	2.223677509658E1	6.483460404735E-3	5.970239226252E-1	6.263406258844E-3	1.68481421287E-5	6.419145098472E-1	-1.783092725034E3	1.128977676957E1	3.118743630077E1	1.339313573388E1	2.833161145043E0	4.963862634256E0	37	266	115	12	12
208000000	-1.963901372589E4	-1.78266008081E4	-1.812412917785E3	-1.755931358439E4	1.21183309207E1	2.671624838731E-1	2.027516227059E1	6.78971028807E-3	6.501083319895E-1	6.451374247926E-3	1.988274198333E-5	6.682133586903E-1	-1.775832072305E3	1.035407722228E1	3.175475795261E1	6.142818640765E0	1.565397454179E1	8.413012636983E0	32	268	24	65	53
208500000	-1.965470911156E4	-1.786953358825E4	-1.785175523314E3	-1.759384610394E4	1.240366339014E1	2.608027517145E-1	2.170042591012E1	6.838081066014E-3	5.88857281232E-1	6.4492853214E-3	1.724616041527E-5	6.214113387969E-1	-1.748477112018E3	1.629887540428E1	3.119057345786E1	1.359171202441E1	1.263639532913E1	5.808672029845E0	37	221	71	88	25
209000000	-1.969822919538E4	-1.786759949404E4	-1.830629701343E3	-1.761229134622E4	1.222090885342E1	2.597300766203E-1	2.443748395849E1	6.250518787361E-3	5.864966553615E-1	6.231032493067E-3	1.806278903407E-5	6.532837632129E-1	-1.788783918804E3	1.22012962616E1	3.25886056257E1	1.600729389999E1	3.67820893601E1	1.119795010002E1	56	247	27	1	111
209500000	-1.965553955032E4	-1.787769289786E4	-1.777846652456E3	-1.759064785428E4	9.337368467791E0	2.62538391002E-1	2.07887504847E1	6.512486053275E-3	6.271838863199E-1	6.537351568714E-3	2.0482549136E-5	6.898619030471E-1	-1.735828774169E3	9.579392864887E0	2.92722107225E1	8.258438895748E0	2.191294099244E1	4.097062615192E0	32	295	62	17	36
210000000	-1.970606373681E4	-1.789867436379E4	-1.807389373019E3	-1.762068211779E4	1.050220502868E1	2.618530836979E-1	2.067895091621E1	6.215001431633E-3	5.965862453802E-1	6.381113664304E-3	1.777680844291E-5	6.556993172488E-1	-1.76961294903E3	1.585169002607E1	2.125035972511E1	3.138953715334E1	1.321389124498E1	4.102296977976E0	33	11	272	104	22
210500000	-1.964643679126E4	-1.784103705193E4	-1.805399739329E3	-1.757576266599E4	1.2110609942E1	2.606011006841E-1	1.967727963528E1	6.602279854931E-3	6.619118795831E-1	6.549133487196E-3	1.988009587881E-5	6.823514202026E-1	-1.765700143244E3	1.642128887301E1	3.86783024144E1	3.095895866615E1	1.207844885733E1	3.779537721799E0	50	40	209	117	26
211000000	-1.965744415288E4	-1.785885149177E4	-1.798592661113E3	-1.759254714789E4	1.19223012398E1	2.389817201234E-1	2.271270385101E1	6.190793251474E-3	5.942463605313E-1	6.381066139895E-3	1.728419725642E-5	6.342487910768E-1	-1.756032336295E3	5.902114541722E0	2.416532393864E1	3.070429171894E1	1.502704096842E1	3.036472306861E0	24	34	202	165	17
211500000	-1.968768528014E4	-1.787897148825E4	-1.808713791887E3	-1.760727528803E4	1.231143607081E1	2.909316591208E-1	2.458528447542E1	6.858530998048E-3	5.860423293027E-1	6.405060627134E-3	1.826006391969E-5	6.20530771592E-1	-1.762496970331E3	1.348013138186E1	3.387876017592E1	3.09767600292E1	1.621058505889E1	4.853442127199E0	39	165	65	133	40
212000000	-1.967199966153E4	-1.784902858958E4	-1.822971071949E3	-1.757622837375E4	1.078284213323E1	2.408786406316E-1	2.224514929456E1	6.508514208123E-3	6.279663395332E-1	6.225439105779E-3	1.867476270346E-5	6.720222464066E-1	-1.781494110064E3	5.052037550086E0	1.367634750866E1	3.361208956857E1	1.819800380881E1	3.443332997683E0	6	33	215	150	38
212500000	-1.96345740496E4	-1.786047670342E4	-1.774097346183E3	-1.758516687098E4	1.054791003307E1	2.571127483048E-1	2.092604617975E1	6.830333138024E-3	6.449003977114E-1	6.763358487005E-3	1.999340078409E-5	6.628437298518E-1	-1.734799042356E3	1.070023420725E1	2.266750430356E1	2.538616847396E1	1.265016256777E1	2.09964673459E0	7	70	239	96	30
213000000	-1.969095647717E4	-1.786337822235E4	-1.827578254825E3	-1.75888127E4	9.955021082336E0	2.609601810068E-1	1.866319676619E1	6.717077305654E-3	6.381369021243E-1	6.6125032228E-3	2.117292138096E-5	6.982386464878E-1	-1.783364483815E3	1.278125800252E1	3.260136053299E1	2.894779115679E1	1.679700346596E1	2.251484869893E0	39	69	212	95	27
213500000	-1.959770262172E4	-1.784409194257E4	-1.753610679156E3	-1.757907467256E4	1.015346270855E1	2.574451036476E-1	2.288010616667E1	7.01490867378E-3	7.077978610558E-1	7.004606922003E-3	2.8555668805E-5	7.527781448083E-1	-1.715998918708E3	1.057448994871E1	2.027005542426E1	2.666323984713E1	1.127867439427E1	4.036488502376E0	22	52	228	118	22
214000000	-1.962050368001E4	-1.782281474842E4	-1.797688931594E3	-1.755963473895E4	1.316142223416E1	2.650143249911E-1	2.041667838769E1	6.822729182591E-3	6.616880351678E-1	6.238614387238E-3	2.18727263902E-5	7.173708157287E-1	-1.758181001015E3	1.409548298832E1	2.952900033137E1	4.027902032204E1	1.122580445007E1	3.987422426696E0	50	74	161	129	28
214500000	-1.968049313323E4	-1.787159103358E4	-1.808902099657E3	-1.759612487143E4	9.400290052401E0	2.816426574108E-1	2.727483997479E1	6.690715838628E-3	6.457812807715E-1	6.73784979323E-3	2.454671655059E-5	7.30784308169E-1	-1.771942586103E3	1.383835242623E1	2.312293857367E1	3.357530008133E1	1.055704926497E1	5.7286542186E0	40	45	220	129	8
215000000	-1.967494374278E4	-1.786600265235E4	-1.808941090426E3	-1.758923059601E4	1.196250047672E1	2.618547170675E-1	2.467899504768E1	6.430781997404E-3	6.216415322399E-1	6.508768316723E-3	2.301683252723E-5	7.2783001575E-1	-1.764843089854E3	1.5420345242E1	3.347659778065E1	1.724232093584E1	9.997925791278E0	2.379560325364E0	40	258	29	95	20
215500000	-1.966068402795E4	-1.789109634137E4	-1.769587686575E3	-1.76228838194E4	8.872104442235E0	2.694294820512E-1	2.2997998026E1	7.110331840122E-3	6.045275038299E-1	6.858715974804E-3	2.075912716977E-5	6.48631425404E-1	-1.729641548577E3	9.61468918957E0	2.43860032413E1	2.666775447644E1	1.005858090976E1	6.527367384142E0	43	39	237	99	24
216000000	-1.967449945338E4	-1.787654316481E4	-1.797956288568E3	-1.762312270946E4	1.222285437847E1	2.533939709707E-1	1.945042456342E1	6.218054138031E-3	6.517668897214E-1	6.049463586546E-3	2.089166125242E-5	7.349512192741E-1	-1.758165184358E3	8.711553789818E0	3.135049622314E1	1.741572160652E1	1.592557987766E1	4.051848873045E0	40	204	117	47	34
216500000	-1.9705557578E4	-1.786422229045E4	-1.841335287555E3	-1.758911376457E4	1.255190401289E1	2.824521495129E-1	2.365753887498E1	6.25170445281E-3	6.417099614748E-1	6.156749279443E-3	1.886000684661E-5	7.035567814551E-1	-1.804394744365E3	1.783326674966E1	3.310458960581E1	1.554839652821E1	7.813368335696E0	4.568056154747E0	49	207	153	25	8
217000000	-1.964156852301E4	-1.780263632171E4	-1.838932201306E3	-1.753636504132E4	1.114684581593E1	2.435642199138E-1	2.286250203533E1	6.086509065604E-3	6.763525610881E-1	5.891986145965E-3	2.038853600332E-5	7.455187255867E-1	-1.79485359476E3	1.748475871446E1	4.334398434687E1	3.097562164027E1	1.476741422085E1	2.557031484658E0	60	83	143	128	28
217500000	-1.970950418485E4	-1.786508089389E4	-1.844423290965E3	-1.760350467243E4	1.231267541977E1	2.632534893347E-1	2.252929888086E1	6.215752931698E-3	6.112722352177E-1	6.086277683501E-3	1.691037434216E-5	6.580209309105E-1	-1.804345611129E3	1.403089322611E1	3.185838885289E1	1.921512732847E1	1.917828776471E1	5.462880695294E0	44	207	117	32	42
218000000	-1.967431456268E4	-1.786110760318E4	-1.813206959508E3	-1.759492677449E4	1.211384924796E1	2.575495217935E-1	2.173359805974E1	7.04352187007E-3	6.259487971394E-1	6.589139813734E-3	1.970075444247E-5	6.509420534714E-1	-1.773649427456E3	7.244655259831E0	3.787308477749E1	1.401323816652E1	3.773726923633E1	5.017476142956E0	33	195	163	13	38
218500000	-1.961846290209E4	-1.785995579798E4	-1.758507104111E3	-1.760288139639E4	1.019993978588E1	2.87559357916E-1	2.08613167498E1	7.00057691088E-3	6.295587810525E-1	6.894740181193E-3	2.494601198632E-5	7.156213096241E-1	-1.711008941012E3	1.103535780534E1	3.46935437887E1	6.473818222676E0	1.536463108033E1	2.782232490028E0	38	217	38	118	31
219000000	-1.960422244481E4	-1.787720746576E4	-1.727014979053E3	-1.759870967336E4	1.10526389689E1	2.625326042984E-1	1.906666693722E1	7.83395296614E-3	7.844450359759E-1	7.261947414512E-3	5.332596145795E-5	9.178717202942E-1	-1.686965547174E3	8.927868125587E0	2.818685801018E1	1.411037720028E1	1.491354344868E1	3.836901125199E0	38	213	125	31	35
219500000	-1.965616193908E4	-1.783876286045E4	-1.817399078626E3	-1.757926071509E4	1.038878702837E1	2.754852230166E-1	2.016926458248E1	6.701956180565E-3	6.918292817311E-1	6.777417364369E-3	2.558459356071E-5	7.577661922352E-1	-1.777798540857E3	6.64902992752E0	1.331883452777E1	3.644344424612E1	1.13561811203E1	4.014035074381E0	3	39	263	109	28
220000000	-1.961488168277E4	-1.781543366565E4	-1.799448017124E3	-1.755191593318E4	1.207837386781E1	2.614376702863E-1	2.05405142283E1	6.43823120582E-3	6.951418180175E-1	6.284514770306E-3	2.729415696487E-5	8.004960175274E-1	-1.762646217957E3	1.243721985997E1	3.128109125432E1	7.752423107042E0	2.812390480226E1	4.829053011295E0	31	279	60	32	40
220500000	-1.964955800409E4	-1.786630897935E4	-1.783249024743E3	-1.759481940396E4	1.198188871832E1	2.614790137929E-1	2.176300153124E1	6.660613220218E-3	6.146081527205E-1	6.284163679829E-3	1.945701710791E-5	6.73142856993E-1	-1.743732408685E3	1.784734726398E1	3.553773192318E1	1.018586888357E1	2.711225480528E1	5.239789754516E0	50	233	103	22	34
221000000	-1.967754834119E4	-1.781928779718E4	-1.858260544015E3	-1.755312312474E4	1.26210098495E1	2.748175068363E-1	2.015395619923E1	6.322372961873E-3	6.331002286891E-1	6.216832687581E-3	1.870626953755E-5	6.823601228212E-1	-1.820865931463E3	1.460946318294E1	4.181420937996E1	7.651699510557E1	1.825134281988E1	4.99719881483E0	52	188	3	167	32
221500000	-1.968873371233E4	-1.784661861697E4	-1.842115095359E3	-1.757922488028E4	1.356666205221E1	2.480693670449E-1	2.25253097723E1	6.462968381563E-3	6.973543364104E-1	5.986691513516E-3	2.55097251125E-5	7.938452985145E-1	-1.800068905889E3	2.023231896235E1	3.063783306937E1	2.428755739275E1	1.453133501674E1	8.660425948912E0	64	173	26	134	45
222000000	-1.96751612421E4	-1.785954001615E4	-1.815621225954E3	-1.758786105759E4	1.409348645034E1	2.719486678677E-1	2.203409522901E1	6.915265694291E-3	6.518003159287E-1	6.410142751748E-3	2.080513393292E-5	6.722934037066E-1	-1.773190455105E3	9.605810728315E0	2.082395800859E1	3.032122066105E1	1.492820426582E1	9.749715483984E0	27	31	212	139	33
222500000	-1.961967767118E4	-1.785527811978E4	-1.764399551401E3	-1.758744181512E4	1.333357725664E1	2.566039196883E-1	2.166779594368E1	6.551763699866E-3	6.863807053124E-1	6.542748342871E-3	2.470610473895E-5	7.282699181756E-1	-1.727596919871E3	8.206889528909E0	1.233717773136E1	2.944348850516E1	1.45608658315E1	4.826945260237E0	34	11	195	171	31
223000000	-1.968131935216E4	-1.786304409286E4	-1.818275259304E3	-1.758106774124E4	1.407656593658E1	2.520834173293E-1	2.217732955489E1	6.346094157537E-3	6.258951290103E-1	6.138631823045E-3	1.654641442243E-5	6.483370494974E-1	-1.779646815215E3	1.517460046861E1	3.232078617525E1	3.343621431796E1	1.750107675377E1	4.417651008918E0	57	82	128	149	26
223500000	-1.963493715782E4	-1.784641721305E4	-1.788519944764E3	-1.757553264016E4	1.253725899467E1	2.639235062422E-1	2.178791443416E1	6.470662252463E-3	6.660637576417E-1	6.258846051287E-3	2.353873790703E-5	7.228587563952E-1	-1.749795320494E3	1.64078440021E1	3.12616559326E1	3.461618098879E1	1.24513306938E1	8.831803254239E0	55	85	101	180	21
224000000	-1.968604031035E4	-1.788494942768E4	-1.801090882671E3	-1.75993030093E4	1.332083744356E1	2.870128813063E-1	2.400843504479E1	6.352837027581E-3	6.813229993612E-1	6.131927412683E-3	2.474072159922E-5	7.549037404346E-1	-1.760084326151E3	1.643879524132E1	3.460042433994E1	7.072650588237E0	1.489662086729E1	5.50067900824E0	35	225	2	146	34
224500000	-1.964239102166E4	-1.786032300347E4	-1.782068018188E3	-1.75787307426E4	1.274382357312E1	2.692579115104E-1	1.996589498613E1	6.837394710775E-3	6.965249467213E-1	6.728910489136E-3	2.853685277154E-5	7.60011888318E-1	-1.742727071733E3	9.567063625481E0	2.571943326598E1	3.085099854902E1	1.321394065763E1	4.29095598528E0	32	37	232	107	34
225000000	-1.971848335123E4	-1.789491777494E4	-1.823565576298E3	-1.762148646263E4	1.167859180852E1	2.788939951314E-1	1.901046753537E1	6.590491928341E-3	6.476771400741E-1	6.610983447365E-3	2.027737571108E-5	6.781810559145E-1	-1.780771020731E3	1.100164401411E1	2.248765187415E1	3.261919281364E1	1.44684949739E1	6.666991441569E0	36	11	241	125	29
225500000	-1.969767264709E4	-1.786854330958E4	-1.829129337504E3	-1.758810951301E4	1.086428390451E1	2.585307185467E-1	2.192719107648E1	6.445096814275E-3	6.486834040707E-1	6.088800122762E-3	1.827314447337E-5	6.968379301207E-1	-1.783943619029E3	1.550169260362E1	3.361171148674E1	2.389147517583E1	1.285680645397E1	4.128310356883E0	52	177	51	134	28
226000000	-1.967199310399E4	-1.784960561931E4	-1.822387484675E3	-1.75785365143E4	1.125714485951E1	2.512129989792E-1	2.047916592192E1	6.650297716379E-3	5.68217197569E-1	6.221540012668E-3	1.426357422441E-5	5.892119271401E-1	-1.779724966676E3	9.721153646899E0	3.315862025419E1	1.843523604203E1	1.504917737655E1	5.253280029201E0	21	199	23	166	33
226500000	-1.966202808845E4	-1.787076488067E4	-1.791263207778E3	-1.759413793828E4	1.168054232281E1	2.754704271441E-1	2.182164145884E1	7.133239056972E-3	6.764439570644E-1	6.975878509806E-3	2.540572294146E-5	7.043364836608E-1	-1.748941541152E3	1.376231609896E1	3.028836368466E1	2.473955841559E1	1.349354630321E1	3.979178136615E0	47	175	88	103	29
227000000	-1.964953224653E4	-1.785269519312E4	-1.796837053407E3	-1.757599188317E4	1.19469458338E1	2.589142935277E-1	2.139543040047E1	6.570043928447E-3	5.857751313956E-1	6.315285858131E-3	1.817802206161E-5	6.306526334721E-1	-1.759839910453E3	8.041654858344E0	2.883970410344E1	3.110610470861E1	1.246528596629E1	5.488911970504E0	32	61	190	123	36
227500000	-1.967636154514E4	-1.784741182713E4	-1.828949718007E3	-1.758925611274E4	1.149793915921E1	2.538427199331E-1	1.980998288554E1	6.18137877327E-3	5.957430406087E-1	6.118038325201E-3	1.602048669968E-5	6.445931369087E-1	-1.795519368888E3	4.356547984113E0	1.315603186136E1	3.205062671454E1	1.203679392094E1	3.261417366629E0	6	26	291	83	36
